City_ID,City,Country,Date,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Description
262,Coihaique,CL,2022-03-10 15:43:41,-45.5752,-72.0662,61.41,67,40,9.22,scattered clouds
263,Miranda,CO,2022-03-10 15:43:41,3.2499,-76.2281,81.64,61,59,4.97,broken clouds
264,Mount Isa,AU,2022-03-10 15:43:42,-20.7333,139.5,89.37,23,40,11.5,light rain
265,Bubaque,GW,2022-03-10 15:43:42,11.2833,-15.8333,76.93,68,100,16.37,overcast clouds
266,Zhigansk,RU,2022-03-10 15:43:43,66.7697,123.3711,-12.51,97,100,5.03,overcast clouds
267,Zhangzhou,CN,2022-03-10 15:43:43,24.5133,117.6556,58.93,80,0,1.74,clear sky
268,Diego De Almagro,CL,2022-03-10 15:43:44,-26.3667,-70.05,78.82,32,0,9.6,clear sky
269,Aliwal North,ZA,2022-03-10 15:44:44,-30.6937,26.7114,75.92,41,92,4.74,overcast clouds
270,Nata,PA,2022-03-10 15:44:44,8.3333,-80.5167,82.27,38,0,9.69,clear sky
271,Vardo,NO,2022-03-10 15:44:45,70.3705,31.1107,28.38,86,97,35.68,overcast clouds
272,Toccoa,US,2022-03-10 15:44:45,34.5773,-83.3324,52.18,79,100,0.0,overcast clouds
273,Ayan,RU,2022-03-10 15:44:46,56.45,138.1667,9.03,81,100,5.46,overcast clouds
274,Mayo,US,2022-03-10 15:44:46,38.8876,-76.5119,48.13,74,0,9.22,clear sky
275,Magadan,RU,2022-03-10 15:44:47,59.5667,150.8,9.54,82,100,9.42,overcast clouds
276,Darhan,MN,2022-03-10 15:44:47,49.4867,105.9228,16.93,90,14,1.16,few clouds
277,Richards Bay,ZA,2022-03-10 15:44:48,-28.783,32.0377,78.03,77,3,7.99,clear sky
278,Victoria Point,AU,2022-03-10 15:44:48,-27.5833,153.3,72.45,93,84,4.0,broken clouds
279,Omboue,GA,2022-03-10 15:44:48,-1.5746,9.2618,81.16,79,100,9.89,light rain
280,Noumea,NC,2022-03-10 15:42:58,-22.2763,166.4572,80.01,99,47,0.16,scattered clouds
281,East London,ZA,2022-03-10 15:43:57,-33.0153,27.9116,77.94,78,0,18.41,clear sky
282,Bezhetsk,RU,2022-03-10 15:44:49,57.7851,36.6965,15.78,94,78,4.07,broken clouds
283,Dauriya,RU,2022-03-10 15:44:50,49.9333,116.8667,14.63,69,0,19.26,clear sky
284,Ballitoville,ZA,2022-03-10 15:44:50,-29.539,31.2144,80.74,74,20,5.75,few clouds
285,Nizwa,OM,2022-03-10 15:43:12,22.9333,57.5333,83.14,20,1,1.88,clear sky
286,Sarh,TD,2022-03-10 15:44:51,9.1429,18.3923,96.71,26,20,16.11,few clouds
287,Amuntai,ID,2022-03-10 15:44:52,-2.4177,115.2494,75.96,96,99,2.71,overcast clouds
288,Cockburn Town,TC,2022-03-10 15:44:52,21.4612,-71.1419,80.56,61,40,11.5,scattered clouds
289,Sibolga,ID,2022-03-10 15:44:53,1.7427,98.7792,76.75,90,100,2.95,overcast clouds
290,Carutapera,BR,2022-03-10 15:44:53,-1.195,-46.02,82.74,79,99,3.27,overcast clouds
291,Inhambane,MZ,2022-03-10 15:44:54,-23.865,35.3833,85.98,62,40,6.91,scattered clouds
292,Bethel,US,2022-03-10 15:44:54,41.3712,-73.414,42.89,85,100,3.44,overcast clouds
293,San Juan De Los Morros,VE,2022-03-10 15:44:55,9.9115,-67.3538,86.79,48,78,4.16,broken clouds
294,Oranjemund,NA,2022-03-10 15:44:56,-28.55,16.4333,71.6,68,6,19.15,clear sky
295,Biu,NG,2022-03-10 15:44:56,10.6129,12.1946,97.16,10,33,10.87,scattered clouds
296,Saint-Paul,RE,2022-03-10 15:35:37,-21.0096,55.2707,82.51,85,22,0.92,light rain
297,Fortuna,US,2022-03-10 15:44:57,40.5982,-124.1573,44.65,96,100,0.0,overcast clouds
298,Polunochnoye,RU,2022-03-10 15:44:58,60.8697,60.4153,-7.06,100,89,0.18,overcast clouds
299,Nordhausen,DE,2022-03-10 15:44:59,51.5167,10.8,52.68,32,3,11.18,clear sky
300,Ponferrada,ES,2022-03-10 15:44:59,42.5466,-6.5962,57.45,65,100,3.0,overcast clouds
301,Bayonet Point,US,2022-03-10 15:45:00,28.3267,-82.6834,82.94,88,71,11.27,broken clouds
302,Naze,JP,2022-03-10 15:45:01,28.3667,129.4833,57.85,61,92,7.38,overcast clouds
303,Emerald,AU,2022-03-10 15:43:36,-23.5333,148.1667,73.54,100,27,0.0,scattered clouds
304,Telimele,GN,2022-03-10 15:45:01,10.9167,-13.3333,103.89,12,86,2.08,overcast clouds
305,Doha,QA,2022-03-10 15:39:10,25.2867,51.5333,80.91,65,0,13.8,clear sky
306,Faya,SA,2022-03-10 15:45:03,18.3851,42.4509,75.31,46,42,8.25,scattered clouds
307,Bathsheba,BB,2022-03-10 15:45:03,13.2167,-59.5167,83.01,74,40,26.46,scattered clouds
308,Namatanai,PG,2022-03-10 15:45:04,-3.6667,152.4333,79.05,79,100,2.26,overcast clouds
309,Nizhniy Tsasuchey,RU,2022-03-10 15:45:05,50.5167,115.1333,17.15,56,1,14.41,clear sky
310,Lahaina,US,2022-03-10 15:45:06,20.8783,-156.6825,75.81,83,1,2.28,clear sky
311,Agadez,NE,2022-03-10 15:45:06,19.75,10.25,80.46,14,52,13.2,broken clouds
312,Nhulunbuy,AU,2022-03-10 15:45:07,-12.2333,136.7667,83.01,83,9,0.0,clear sky
313,Oussouye,SN,2022-03-10 15:45:07,12.485,-16.5469,102.38,21,52,13.78,broken clouds
314,Ous,RU,2022-03-10 15:45:08,60.9058,61.5186,-7.42,100,85,3.06,overcast clouds
315,Urengoy,RU,2022-03-10 15:46:08,65.9667,78.3667,1.72,96,100,7.96,overcast clouds
316,Aklavik,CA,2022-03-10 15:46:09,68.2191,-135.0107,-16.6,76,75,0.0,broken clouds
317,Bend,US,2022-03-10 15:42:36,44.0582,-121.3153,24.6,67,0,6.91,clear sky
318,Eresos,GR,2022-03-10 15:46:10,39.1667,25.9333,41.52,55,94,32.82,overcast clouds
319,Oga,IT,2022-03-10 15:46:10,46.4631,10.347,44.37,69,0,3.65,clear sky
320,Arraial Do Cabo,BR,2022-03-10 15:46:11,-22.9661,-42.0278,89.56,65,0,18.41,clear sky
321,Trairi,BR,2022-03-10 15:42:33,-3.2778,-39.2689,85.57,65,99,10.16,overcast clouds
322,Lagoa,PT,2022-03-10 15:45:39,39.05,-27.9833,56.62,62,100,29.75,overcast clouds
323,Igarka,RU,2022-03-10 15:46:12,67.4667,86.5833,-29.78,100,97,2.37,overcast clouds
324,Faanui,PF,2022-03-10 15:46:13,-16.4833,-151.75,79.81,77,80,11.83,light rain
325,Luau,AO,2022-03-10 15:46:13,-10.7073,22.2247,73.63,87,80,2.84,light rain
326,Andenes,NO,2022-03-10 15:46:14,69.3143,16.1194,40.98,70,75,35.68,broken clouds
327,Biloela,AU,2022-03-10 15:46:14,-24.4167,150.5,72.28,87,100,7.25,overcast clouds
328,Vao,NC,2022-03-10 15:46:15,-22.6667,167.4833,79.11,79,54,12.97,broken clouds
329,Hervey Bay,AU,2022-03-10 15:46:15,-25.2986,152.8535,76.01,85,100,7.0,overcast clouds
330,Abalak,RU,2022-03-10 15:46:16,58.1286,68.5944,-3.05,99,100,4.45,overcast clouds
331,Turukhansk,RU,2022-03-10 15:46:16,65.8167,87.9833,-25.15,100,98,4.61,overcast clouds
332,Pisco,PE,2022-03-10 15:46:17,-13.7,-76.2167,73.45,73,0,5.75,clear sky
333,Bom Jesus,BR,2022-03-10 15:46:17,-9.0744,-44.3586,92.93,42,82,4.5,broken clouds
334,Te Anau,NZ,2022-03-10 15:46:18,-45.4167,167.7167,54.91,84,100,2.44,overcast clouds
335,Port Macquarie,AU,2022-03-10 15:46:18,-31.4333,152.9167,66.88,76,99,7.76,overcast clouds
336,La Roche-Sur-Yon,FR,2022-03-10 15:46:19,46.6667,-1.4333,53.87,82,100,10.36,light rain
337,Lalibela,ET,2022-03-10 15:46:19,12.0333,39.0333,72.91,25,66,10.27,broken clouds
338,Eirunepe,BR,2022-03-10 15:46:20,-6.6603,-69.8736,83.98,73,99,1.92,overcast clouds
339,Opuwo,NA,2022-03-10 15:46:20,-18.0607,13.84,82.72,42,84,13.29,broken clouds
340,Domna,RU,2022-03-10 15:46:21,51.8971,113.1573,15.96,35,0,4.47,clear sky
341,Nalut,LY,2022-03-10 15:46:22,30.3333,10.85,62.28,23,98,7.96,overcast clouds
342,Florence,IT,2022-03-10 15:41:56,43.7667,11.25,62.29,32,0,5.75,clear sky
343,Bhag,PK,2022-03-10 15:46:23,29.0415,67.8239,83.28,31,0,2.75,clear sky
344,Riyadh,SA,2022-03-10 15:46:23,24.6877,46.7219,96.94,10,21,15.97,few clouds
345,Shelburne,CA,2022-03-10 15:45:15,44.0787,-80.2041,31.91,69,99,8.52,overcast clouds
346,Mezen,RU,2022-03-10 15:46:25,65.8522,44.24,22.1,90,100,12.26,overcast clouds
347,Merauke,ID,2022-03-10 15:46:25,-8.4667,140.3333,79.84,85,100,6.71,overcast clouds
348,Melfort,CA,2022-03-10 15:46:26,52.8667,-104.6177,5.13,78,100,13.8,overcast clouds
349,Fomboni,KM,2022-03-10 15:46:27,-12.28,43.7425,78.19,86,100,4.34,light rain
350,Oyabe,JP,2022-03-10 15:46:27,36.676,136.8672,37.89,67,0,3.65,clear sky
351,Kolokani,ML,2022-03-10 15:46:28,13.5728,-8.0339,100.38,9,85,7.45,overcast clouds
352,Batagay,RU,2022-03-10 15:46:29,67.6333,134.6333,-6.29,95,100,1.66,overcast clouds
353,Bandarbeyla,SO,2022-03-10 15:46:29,9.4942,50.8122,78.71,66,100,11.43,overcast clouds
354,Aykhal,RU,2022-03-10 15:46:30,66.0,111.5,0.61,99,100,4.25,overcast clouds
355,Arteaga,MX,2022-03-10 15:46:30,18.4667,-102.4167,75.34,16,0,2.59,clear sky
356,Bud,US,2022-03-10 15:46:31,39.447,-86.1758,44.74,65,87,6.67,overcast clouds
357,Tokur,RU,2022-03-10 15:46:32,53.1333,132.9,10.4,97,100,5.97,light snow
358,Ancud,CL,2022-03-10 15:46:32,-41.8697,-73.8203,59.23,72,84,3.31,broken clouds
359,Gilbues,BR,2022-03-10 15:46:33,-9.8317,-45.3439,91.47,42,73,4.68,broken clouds
360,Kavieng,PG,2022-03-10 15:46:33,-2.5744,150.7967,81.55,75,95,3.74,overcast clouds
361,Flinders,AU,2022-03-10 15:46:34,-34.5833,150.8552,64.18,78,91,8.99,overcast clouds
362,Bilibino,RU,2022-03-10 15:47:34,68.0546,166.4372,-5.96,86,6,4.85,clear sky
363,Saldanha,ZA,2022-03-10 15:47:35,-33.0117,17.9442,82.45,78,19,19.22,few clouds
364,Rincon,US,2022-03-10 15:47:35,32.296,-81.2354,67.95,88,100,8.05,overcast clouds
365,Margate,GB,2022-03-10 15:47:36,51.3813,1.3862,56.3,61,43,1.99,scattered clouds
366,Tuatapere,NZ,2022-03-10 15:47:36,-46.1333,167.6833,58.78,79,100,6.42,overcast clouds
367,Vanimo,PG,2022-03-10 15:47:37,-2.6741,141.3028,77.29,85,100,2.48,overcast clouds
368,Kysyl-Syr,RU,2022-03-10 15:47:37,63.8986,122.7617,-26.25,100,81,1.74,broken clouds
369,Chamouny,MU,2022-03-10 15:47:38,-20.4822,57.4661,79.83,83,7,7.96,clear sky
370,Xining,CN,2022-03-10 15:47:38,36.6167,101.7667,48.92,25,24,2.33,few clouds
371,Jieshi,CN,2022-03-10 15:47:39,22.8134,115.8257,66.56,77,0,5.77,clear sky
372,Jalu,LY,2022-03-10 15:47:40,29.0331,21.5482,60.04,33,5,20.89,clear sky
373,Skjervoy,NO,2022-03-10 15:47:40,70.0311,20.9714,44.6,73,61,28.95,broken clouds
374,San Cristobal,VE,2022-03-10 15:47:41,7.7669,-72.225,71.78,52,39,5.08,scattered clouds
375,Qazvin,IR,2022-03-10 15:47:41,36.2797,50.0049,60.42,48,75,4.61,broken clouds
376,Krasnokamensk,RU,2022-03-10 15:47:42,50.0979,118.0369,16.27,67,2,20.29,clear sky
377,Uarini,BR,2022-03-10 15:47:42,-2.99,-65.1083,84.43,70,89,5.37,overcast clouds
378,Savonlinna,FI,2022-03-10 15:47:43,61.8699,28.88,30.25,64,0,10.36,clear sky
379,Labrea,BR,2022-03-10 15:47:44,-7.2586,-64.7981,77.76,94,100,1.88,overcast clouds
380,Carballo,ES,2022-03-10 15:47:44,43.213,-8.691,61.43,80,75,12.59,broken clouds
381,Buala,SB,2022-03-10 15:47:45,-8.145,159.5921,79.14,82,35,3.15,scattered clouds
382,Hirara,JP,2022-03-10 15:47:45,24.8,125.2833,67.82,67,100,14.83,overcast clouds
383,Novaya Malykla,RU,2022-03-10 15:47:46,54.2,49.95,12.27,89,96,12.82,overcast clouds
384,Makat,KZ,2022-03-10 15:47:46,47.6469,53.3463,31.03,97,100,16.15,light snow
385,Imeni Vorovskogo,RU,2022-03-10 15:47:47,55.7233,38.3414,23.25,89,11,6.62,few clouds
386,Oudtshoorn,ZA,2022-03-10 15:47:48,-33.5907,22.2014,70.16,58,0,10.31,clear sky
387,Rocha,UY,2022-03-10 15:47:48,-34.4833,-54.3333,74.17,64,100,13.13,overcast clouds
388,Manbij,SY,2022-03-10 15:47:49,36.5281,37.9549,48.76,76,100,14.05,overcast clouds
389,Allonnes,FR,2022-03-10 15:47:49,47.9674,0.1581,57.24,67,75,8.05,broken clouds
390,Codrington,AU,2022-03-10 15:47:50,-38.2667,141.9667,55.11,83,11,7.09,few clouds
391,Tubuala,PA,2022-03-10 15:47:50,9.5167,-79.0333,80.83,72,21,7.74,few clouds
392,Srednekolymsk,RU,2022-03-10 15:47:51,67.45,153.6833,-8.28,100,94,6.11,overcast clouds
393,Krivodol,BG,2022-03-10 15:47:51,43.3744,23.4844,36.57,45,90,4.61,overcast clouds
394,Sarangani,PH,2022-03-10 15:47:52,5.4033,125.4636,82.49,77,69,7.63,broken clouds
395,Lilongwe,MW,2022-03-10 15:47:31,-13.9669,33.7873,68.79,92,100,3.74,light rain
396,Pochutla,MX,2022-03-10 15:47:53,15.7432,-96.4661,87.82,35,3,6.29,clear sky
397,Banjar,ID,2022-03-10 15:47:53,-8.19,114.9675,78.19,90,100,4.03,overcast clouds
398,Udachnyy,RU,2022-03-10 15:47:54,66.4167,112.4,2.44,70,100,3.0,overcast clouds
399,Diffa,NE,2022-03-10 15:47:54,13.3154,12.6113,94.39,12,33,15.79,scattered clouds
400,Simdega,IN,2022-03-10 15:47:55,22.6167,84.5167,74.5,24,57,7.96,broken clouds
401,Lima,PE,2022-03-10 15:47:55,-12.0432,-77.0282,75.38,75,40,6.91,scattered clouds
402,Abu Dhabi,AE,2022-03-10 15:47:55,24.4667,54.3667,91.51,46,0,8.05,clear sky
403,Santa Maria,BR,2022-03-10 15:47:56,-29.6842,-53.8069,76.3,78,75,12.66,moderate rain
404,Gawler,AU,2022-03-10 15:47:56,-34.6,138.7333,63.48,66,24,5.21,few clouds
405,Gat,IL,2022-03-10 15:47:57,31.61,34.7642,59.81,35,14,11.34,few clouds
406,Rafai,CF,2022-03-10 15:47:57,4.95,23.9167,81.14,57,96,6.44,light rain
407,Zhanakorgan,KZ,2022-03-10 15:48:58,43.9098,67.2495,50.76,47,100,9.73,overcast clouds
408,Pasighat,IN,2022-03-10 15:44:04,28.0667,95.3333,73.44,40,0,4.32,clear sky
409,Mbulu,TZ,2022-03-10 15:48:59,-3.85,35.5333,65.52,58,83,4.99,broken clouds
410,Kiunga,PG,2022-03-10 15:49:00,-6.1219,141.2906,71.53,100,100,2.39,moderate rain
411,Clarksburg,US,2022-03-10 15:49:00,39.2807,-80.3445,46.31,62,65,4.45,broken clouds
412,Solo,PH,2022-03-10 15:49:01,13.7469,120.9012,77.38,85,89,10.22,overcast clouds
413,Areia Branca,BR,2022-03-10 15:49:01,-4.9561,-37.1369,95.2,63,99,15.66,overcast clouds
414,Male,MV,2022-03-10 15:49:02,4.1748,73.5089,84.15,74,20,9.22,few clouds
415,Aripuana,BR,2022-03-10 15:49:02,-9.1667,-60.6333,75.74,94,97,3.91,overcast clouds
416,Mahebourg,MU,2022-03-10 15:49:03,-20.4081,57.7,80.89,83,40,6.91,scattered clouds
417,Middelburg,ZA,2022-03-10 15:49:03,-25.7751,29.4648,74.55,47,100,9.57,overcast clouds
418,Roura,GF,2022-03-10 15:49:04,4.7263,-52.3274,84.11,70,40,14.97,scattered clouds
419,Lorengau,PG,2022-03-10 15:49:04,-2.0226,147.2712,79.7,79,96,1.45,overcast clouds
420,Bell Ville,AR,2022-03-10 15:49:05,-32.6259,-62.6887,77.81,51,46,10.38,scattered clouds
421,Ust-Kuyga,RU,2022-03-10 15:49:05,70.0167,135.6,-13.49,94,100,2.98,overcast clouds
422,Kununurra,AU,2022-03-10 15:45:13,-15.7667,128.7333,80.58,89,75,2.3,broken clouds
423,Inyonga,TZ,2022-03-10 15:49:06,-6.7167,32.0667,71.02,87,95,3.83,overcast clouds
424,Yaviza,PA,2022-03-10 15:49:07,8.1537,-77.6931,87.64,58,37,1.66,scattered clouds
425,Waitati,NZ,2022-03-10 15:49:07,-45.75,170.5667,57.0,98,80,6.17,broken clouds
426,Constantine,DZ,2022-03-10 15:49:08,36.365,6.6147,60.21,47,40,13.8,scattered clouds
427,Orel-Izumrud,RU,2022-03-10 15:49:08,43.4583,39.9244,42.82,60,100,11.18,overcast clouds
428,Shakiso,ET,2022-03-10 15:49:09,5.75,38.9167,75.13,27,100,8.14,overcast clouds
429,Quthing,LS,2022-03-10 15:49:10,-30.4,27.7003,73.6,45,37,6.08,scattered clouds
430,Rorvik,NO,2022-03-10 15:49:11,64.8621,11.2373,41.11,100,75,8.05,light rain
431,Hasaki,JP,2022-03-10 15:49:12,35.7333,140.8333,43.2,63,19,7.05,few clouds
432,Lillooet,CA,2022-03-10 15:49:12,50.6856,-121.942,26.56,70,77,2.57,broken clouds
433,Dores Do Indaia,BR,2022-03-10 15:49:13,-19.4633,-45.6017,84.63,48,3,3.83,clear sky
434,Uvira,CD,2022-03-10 15:49:12,-3.4067,29.1458,82.53,80,83,7.9,broken clouds
435,Weligama,LK,2022-03-10 15:49:14,5.9667,80.4167,78.19,84,22,0.49,few clouds
436,Daru,PG,2022-03-10 15:49:14,-9.0763,143.2092,78.87,88,99,5.48,overcast clouds
437,Alekseyevsk,RU,2022-03-10 15:49:15,57.8406,108.3492,-9.89,100,91,3.49,overcast clouds
438,Iringa,TZ,2022-03-10 15:49:00,-7.7667,35.7,67.32,83,75,5.75,light rain
439,Yumen,CN,2022-03-10 15:49:15,40.2833,97.2,44.87,32,34,3.15,scattered clouds
440,Manggar,ID,2022-03-10 15:49:16,-2.8833,108.2667,79.09,87,73,7.16,broken clouds
441,Yoichi,JP,2022-03-10 15:49:16,43.2039,140.7703,32.79,78,58,8.59,broken clouds
442,Macapa,BR,2022-03-10 15:48:39,0.0389,-51.0664,84.18,79,75,9.22,broken clouds
443,La Romana,DO,2022-03-10 15:45:06,18.4273,-68.9728,84.56,70,75,16.11,broken clouds
444,Thinadhoo,MV,2022-03-10 15:49:18,0.5333,72.9333,82.78,64,12,6.02,few clouds
445,Litovko,RU,2022-03-10 15:49:19,49.2361,135.1742,30.09,99,100,2.68,light snow
446,Mecca,SA,2022-03-10 15:48:15,21.4267,39.8261,82.0,48,0,16.58,clear sky
447,Sarkand,KZ,2022-03-10 15:49:19,45.41,79.9186,34.54,81,96,3.15,overcast clouds
448,Pointe Michel,DM,2022-03-10 15:49:20,15.25,-61.3833,80.89,83,75,3.44,broken clouds
449,Hami,CN,2022-03-10 15:48:15,42.8,93.45,50.4,33,100,1.83,overcast clouds
450,Plettenberg Bay,ZA,2022-03-10 15:49:21,-34.0527,23.3716,70.57,82,22,8.19,few clouds
451,Hyeres,FR,2022-03-10 15:49:14,43.1167,6.1167,59.65,64,75,10.36,broken clouds
452,Krutinka,RU,2022-03-10 15:50:22,56.0055,71.5113,0.88,95,100,5.55,overcast clouds
453,Mitu,CO,2022-03-10 15:50:23,1.1983,-70.1733,85.21,63,95,3.09,overcast clouds
454,Tarauaca,BR,2022-03-10 15:50:23,-8.1614,-70.7656,88.25,55,93,2.13,overcast clouds
455,Moron,AR,2022-03-10 15:50:24,-34.6534,-58.6198,77.02,74,69,7.34,broken clouds
456,Whitehorse,CA,2022-03-10 15:50:24,60.7161,-135.0538,22.8,57,100,17.27,overcast clouds
457,Tel Aviv-Yafo,IL,2022-03-10 15:50:25,32.0805,34.7805,61.11,62,20,10.36,few clouds
458,Marica,BR,2022-03-10 15:50:25,-22.9194,-42.8186,93.15,64,3,9.01,clear sky
459,Sakakah,SA,2022-03-10 15:50:26,29.9697,40.2064,74.77,41,60,7.65,broken clouds
460,Ferme-Neuve,CA,2022-03-10 15:50:26,46.7001,-75.4493,24.58,76,65,9.89,broken clouds
461,Mirnyy,RU,2022-03-10 15:50:27,62.5353,113.9611,-16.98,98,99,3.4,overcast clouds
462,Banfora,BF,2022-03-10 15:50:27,10.6333,-4.7667,104.2,8,93,5.32,overcast clouds
463,Burnie,AU,2022-03-10 15:50:28,-41.0667,145.9167,54.91,84,3,7.49,clear sky
464,Angoram,PG,2022-03-10 15:50:29,-4.0625,144.0661,73.29,97,91,0.74,overcast clouds
465,Ust-Nera,RU,2022-03-10 15:50:29,64.5667,143.2,7.88,98,100,3.69,overcast clouds
466,Pahrump,US,2022-03-10 15:50:30,36.2083,-115.9839,51.26,31,80,17.0,broken clouds
467,Nikolayevsk-Na-Amure,RU,2022-03-10 15:50:31,53.1406,140.73,20.52,97,100,4.52,overcast clouds
468,Nivala,FI,2022-03-10 15:50:31,63.9167,24.9667,34.68,81,92,13.31,overcast clouds
469,Natal,BR,2022-03-10 15:50:32,-5.795,-35.2094,89.82,62,40,18.41,scattered clouds
470,Talen,IN,2022-03-10 15:50:32,23.5667,76.7167,77.77,29,46,7.99,scattered clouds
471,Dubti,ET,2022-03-10 15:49:16,11.7361,41.0853,91.35,29,42,15.97,scattered clouds
472,Nowy Dwor Gdanski,PL,2022-03-10 15:50:34,54.2131,19.1177,38.97,42,7,7.34,clear sky
473,Limbang,MY,2022-03-10 15:50:34,4.75,115.0,78.06,97,100,2.3,overcast clouds
474,Venustiano Carranza,MX,2022-03-10 15:50:35,19.43,-99.0992,67.98,28,0,4.61,clear sky
475,Zaysan,KZ,2022-03-10 15:50:35,47.4667,84.8667,27.32,88,92,3.69,overcast clouds
476,Sainte-Marie,RE,2022-03-10 15:50:36,-20.8968,55.5496,82.56,83,40,12.66,scattered clouds
477,Vagur,FO,2022-03-10 15:50:36,61.4732,-6.8119,43.92,86,100,23.0,overcast clouds
478,Comodoro Rivadavia,AR,2022-03-10 15:50:37,-45.8667,-67.5,64.26,45,20,13.8,few clouds
479,Gillette,US,2022-03-10 15:50:38,44.2911,-105.5022,10.11,63,0,14.97,clear sky
480,Kiruna,SE,2022-03-10 15:50:38,67.8557,20.2251,29.32,74,0,8.05,clear sky
481,Khasan,RU,2022-03-10 15:50:39,42.4308,130.6434,39.83,77,44,4.36,scattered clouds
482,Porbandar,IN,2022-03-10 15:50:39,21.6422,69.6093,79.63,49,0,13.4,clear sky
483,Kudahuvadhoo,MV,2022-03-10 15:50:40,2.6708,72.8944,83.05,69,7,10.83,clear sky
484,Morozovsk,RU,2022-03-10 15:50:40,48.3539,41.8261,25.05,85,77,6.58,broken clouds
485,Ishigaki,JP,2022-03-10 15:50:41,24.3448,124.1572,69.58,66,100,14.79,overcast clouds
486,Itoman,JP,2022-03-10 15:50:41,26.1247,127.6694,68.77,57,75,9.22,broken clouds
487,Jaciara,BR,2022-03-10 15:50:42,-15.9653,-54.9683,82.87,74,58,4.43,broken clouds
488,Chokurdakh,RU,2022-03-10 15:50:42,70.6333,147.9167,-6.0,97,100,3.69,overcast clouds
489,Severo-Yeniseyskiy,RU,2022-03-10 15:50:43,60.3725,93.0408,-20.47,100,98,2.86,overcast clouds
490,Dagda,LV,2022-03-10 15:50:44,56.0951,27.5372,22.5,68,5,2.1,clear sky
491,Hualmay,PE,2022-03-10 15:50:44,-11.0964,-77.6139,76.3,74,95,10.09,overcast clouds
492,Visby,SE,2022-03-10 15:50:45,57.6409,18.296,37.62,52,0,11.5,clear sky
493,Westport,US,2022-03-10 15:48:12,41.1415,-73.3579,43.29,79,0,7.0,clear sky
494,Lata,PT,2022-03-10 15:50:46,40.1629,-8.3327,59.07,77,100,10.58,overcast clouds
495,Gouyave,GD,2022-03-10 15:50:46,12.1646,-61.7296,84.97,66,40,23.02,scattered clouds
496,Camopi,GF,2022-03-10 15:51:47,3.1655,-52.3158,79.48,87,100,2.89,overcast clouds
497,Quixada,BR,2022-03-10 15:51:48,-4.9714,-39.0153,95.32,36,100,8.88,overcast clouds
498,Boden,SE,2022-03-10 15:51:48,65.8252,21.6886,39.2,89,100,5.01,overcast clouds
499,Bitkine,TD,2022-03-10 15:51:49,11.9801,18.2138,104.23,6,18,12.57,few clouds
500,Talakan,RU,2022-03-10 15:51:49,50.3167,130.3667,23.41,95,97,8.79,light snow
501,Encruzilhada Do Sul,BR,2022-03-10 15:51:50,-30.5439,-52.5219,67.33,98,100,4.52,overcast clouds
502,Port-Gentil,GA,2022-03-10 15:51:50,-0.7193,8.7815,85.96,74,20,9.22,few clouds
503,Kashan,IR,2022-03-10 15:51:51,33.9831,51.4364,70.03,36,99,7.49,overcast clouds
504,Gweta,BW,2022-03-10 15:51:51,-20.1833,25.2333,85.44,33,72,8.32,broken clouds
505,Indramayu,ID,2022-03-10 15:51:52,-6.3264,108.32,80.28,81,88,3.62,overcast clouds
506,Axim,GH,2022-03-10 15:51:52,4.8699,-2.2405,85.55,71,95,12.53,overcast clouds
507,Nurota,UZ,2022-03-10 15:51:53,40.5614,65.6886,60.19,49,100,16.93,overcast clouds
508,Auki,SB,2022-03-10 15:51:54,-8.7676,160.7034,77.2,87,29,2.28,scattered clouds
509,Tigil,RU,2022-03-10 15:51:54,57.8,158.6667,12.29,92,100,3.56,overcast clouds
510,Yabrud,SY,2022-03-10 15:51:55,33.9674,36.6574,36.63,93,45,21.23,scattered clouds
511,Zeya,RU,2022-03-10 15:51:55,53.75,127.2667,20.55,77,100,11.32,overcast clouds
512,Reconquista,AR,2022-03-10 15:51:56,-29.15,-59.65,68.02,94,100,8.05,moderate rain
513,Nome,US,2022-03-10 15:48:06,64.5011,-165.4064,21.27,63,0,31.07,light snow
514,Nijar,ES,2022-03-10 15:51:56,36.9665,-2.206,59.65,67,0,9.22,clear sky
515,Berdigestyakh,RU,2022-03-10 15:51:57,62.0989,126.6992,-17.03,100,100,0.96,overcast clouds
516,Porto Novo,BJ,2022-03-10 15:51:58,6.4965,2.6036,88.63,64,100,12.88,overcast clouds
517,Nuuk,GL,2022-03-10 15:49:33,64.1835,-51.7216,12.81,67,75,8.05,broken clouds
518,Karasjok,NO,2022-03-10 15:51:58,69.4719,25.5112,27.52,88,100,8.5,overcast clouds
519,Yertsevo,RU,2022-03-10 15:51:59,60.7966,40.086,19.89,93,100,5.32,overcast clouds
520,Umrala,IN,2022-03-10 15:51:59,21.8333,71.8167,86.38,19,0,9.66,clear sky
521,Prudentopolis,BR,2022-03-10 15:52:00,-25.2131,-50.9778,81.82,53,98,4.43,overcast clouds
522,Boa Vista,BR,2022-03-10 15:52:00,2.8197,-60.6733,84.18,61,75,11.5,broken clouds
523,Qaqortoq,GL,2022-03-10 15:52:01,60.7167,-46.0333,8.69,63,0,3.76,clear sky
524,Narasannapeta,IN,2022-03-10 15:52:02,18.4167,84.05,75.58,75,2,3.09,clear sky
525,Sao Gabriel Da Cachoeira,BR,2022-03-10 15:52:02,-0.1303,-67.0892,87.6,70,40,10.36,scattered clouds
