City_ID,City,Country,Max Temp,Description,Lat,Lng,Hotel Name
449,Hami,CN,50.4,overcast clouds,42.8,93.45,Laoyutang Resort
450,Plettenberg Bay,ZA,70.57,few clouds,-34.0527,23.3716,Thanda Vista B&B
451,Hyeres,FR,59.65,broken clouds,43.1167,6.1167,ibis budget Hyères Centre-Ville
454,Tarauaca,BR,88.25,overcast clouds,-8.1614,-70.7656,Flat Temporada
455,Moron,AR,77.02,broken clouds,-34.6534,-58.6198,Hotel Morón
457,Tel Aviv-Yafo,IL,61.11,few clouds,32.0805,34.7805,Ben Yehuda apartments
459,Sakakah,SA,74.77,broken clouds,29.9697,40.2064,Fakhamat Al Orjoana Apartment
463,Burnie,AU,54.91,clear sky,-41.0667,145.9167,Beachfront Voyager Motor Inn
466,Pahrump,US,51.26,broken clouds,36.2083,-115.9839,Best Western Pahrump Oasis
468,Nivala,FI,34.68,overcast clouds,63.9167,24.9667,Hotelli Huiskankorpi / Aseman majatalo
469,Natal,BR,89.82,scattered clouds,-5.795,-35.2094,Villa Park Hotel | Natal
470,Talen,IN,77.77,scattered clouds,23.5667,76.7167,होटल आनंद पैलेस
472,Nowy Dwor Gdanski,PL,38.97,clear sky,54.2131,19.1177,Ranczo Ryki
473,Limbang,MY,78.06,overcast clouds,4.75,115.0,Purnama Hotel
474,Venustiano Carranza,MX,67.98,clear sky,19.43,-99.0992,We Hotel Aeropuerto
476,Sainte-Marie,RE,82.56,scattered clouds,-20.8968,55.5496,Les pailles en queue de Sainte Marie
477,Vagur,FO,43.92,overcast clouds,61.4732,-6.8119,Budget Guesthouse Borgustova
478,Comodoro Rivadavia,AR,64.26,few clouds,-45.8667,-67.5,Austral Hotel
482,Porbandar,IN,79.63,clear sky,21.6422,69.6093,Lords Inn Porbandar
483,Kudahuvadhoo,MV,83.05,clear sky,2.6708,72.8944,Niyama Private Islands Maldives
485,Ishigaki,JP,69.58,overcast clouds,24.3448,124.1572,Hotel Peace Land Ishigakijima
486,Itoman,JP,68.77,broken clouds,26.1247,127.6694,Southern Beach Hotel & Resort Okinawa
487,Jaciara,BR,82.87,broken clouds,-15.9653,-54.9683,Taba Hotel
491,Hualmay,PE,76.3,overcast clouds,-11.0964,-77.6139,Hotel Villa Kitzia Huacho
492,Visby,SE,37.62,clear sky,57.6409,18.296,Best Western Solhem Hotel Visby
493,Westport,US,43.29,clear sky,41.1415,-73.3579,The Inn at Longshore
494,Lata,PT,59.07,overcast clouds,40.1629,-8.3327,Casa Maquia
495,Gouyave,GD,84.97,scattered clouds,12.1646,-61.7296,Rumboat Retreat
496,Camopi,GF,79.48,overcast clouds,3.1655,-52.3158,La pousada
498,Boden,SE,39.2,overcast clouds,65.8252,21.6886,Quality Hotel Bodensia
501,Encruzilhada Do Sul,BR,67.33,overcast clouds,-30.5439,-52.5219,Conceição Palace Hotel
502,Port-Gentil,GA,85.96,few clouds,-0.7193,8.7815,Fengshui Residence
503,Kashan,IR,70.03,overcast clouds,33.9831,51.4364,Manouchehri Traditional House
504,Gweta,BW,85.44,broken clouds,-20.1833,25.2333,Gweta Lodge
505,Indramayu,ID,80.28,overcast clouds,-6.3264,108.32,Grand Trisula Hotel
506,Axim,GH,85.55,overcast clouds,4.8699,-2.2405,Axim Beach Resort And Spa
507,Nurota,UZ,60.19,overcast clouds,40.5614,65.6886,Guest House Ruslan Nurata & Tours
508,Auki,SB,77.2,scattered clouds,-8.7676,160.7034,Auki Motel
510,Yabrud,SY,36.63,scattered clouds,33.9674,36.6574,صالة افراح الاندلس
512,Reconquista,AR,68.02,moderate rain,-29.15,-59.65,Grand Hotel
514,Nijar,ES,59.65,clear sky,36.9665,-2.206,La Casa del Cine
516,Porto Novo,BJ,88.63,overcast clouds,6.4965,2.6036,Tour Eiffel Hotel Benin
520,Umrala,IN,86.38,clear sky,21.8333,71.8167,Gopalwadi Balmndir
521,Prudentopolis,BR,81.82,overcast clouds,-25.2131,-50.9778,Mayná Hotel Prudentópolis
522,Boa Vista,BR,84.18,broken clouds,2.8197,-60.6733,Aipana Plaza Hotel
524,Narasannapeta,IN,75.58,clear sky,18.4167,84.05,AVK events and catering
525,Sao Gabriel Da Cachoeira,BR,87.6,scattered clouds,-0.1303,-67.0892,Alarne - Área De Lazer Do Alto Rio Negro
526,Roma,US,37.72,light rain,43.2128,-75.4557,Wingate By Wyndham Rome
527,Kiama,AU,64.38,overcast clouds,-34.6833,150.8667,The Sebel Kiama Harbourside
529,Ixtapa,MX,76.86,scattered clouds,20.7,-105.2,hotel la terminal
532,Manokwari,ID,78.26,broken clouds,-0.8667,134.0833,Swiss Belhotel Manokwari
535,Puerto Madryn,AR,68.0,scattered clouds,-42.7692,-65.0385,Hotel Tolosa
536,Demba,CD,79.9,overcast clouds,-5.51,22.2667,Guest House Du Cinquantenaire
537,Sao Luis,BR,80.8,broken clouds,-2.5297,-44.3028,Solar das Pedras Hostel
538,Gejiu,CN,50.5,scattered clouds,23.306,103.1635,Yixuanzhuang Banshan Guesthouse
539,Port Augusta,AU,65.19,clear sky,-32.5,137.7667,Majestic Oasis Apartments
540,Rabaul,PG,80.04,overcast clouds,-4.1967,152.1721,Rabaul Hotel
541,Pontes E Lacerda,BR,76.32,overcast clouds,-15.2261,-59.3353,Hotel Bressan
542,Nikko,JP,31.82,few clouds,36.75,139.6167,Nikko Senhime Monogatari
543,Moranbah,AU,74.14,broken clouds,-22.0016,148.0466,Direct Hotels - Monterey Moranbah
544,Jaru,BR,78.64,overcast clouds,-10.4389,-62.4664,Hotel Paraná
545,Broken Hill,AU,62.31,overcast clouds,-31.95,141.4333,Royal Exchange Hotel
548,Camacha,PT,63.82,scattered clouds,33.0833,-16.3333,Hotel Porto Santo & Spa
549,Ixcatepec,MX,69.71,few clouds,21.2,-97.95,Sierra de Otontepec
550,Zlitan,LY,56.21,few clouds,32.4674,14.5687,القسم الداخلي للجامعة الأسمرية
551,Nemuro,JP,31.14,clear sky,43.3236,145.575,Hotel Nemuro Kaiyoutei
553,Meadow Lake,US,47.57,overcast clouds,34.8014,-106.5436,TumbleWeed RV Park
554,Kavaratti,IN,82.65,clear sky,10.5669,72.642,Hotels in Lakshadweep Islands
556,Galveston,US,61.03,clear sky,29.3669,-94.9669,Crystal Suites
558,Lompoc,US,53.78,clear sky,34.6391,-120.4579,"Holiday Inn Express Lompoc, an IHG Hotel"
559,Constitucion,CL,67.57,clear sky,-35.3333,-72.4167,Hotel Boutique Las Azucenas
560,Itarema,BR,85.64,overcast clouds,-2.9248,-39.9167,"Sea Lounge! Bar, Club & Restaurant"
561,Sandwick,GB,48.02,broken clouds,60.0,-1.25,Beach House Self-Catering Accomodation
562,Inirida,CO,87.71,broken clouds,3.8653,-67.9239,Fuente del Guania Hotel de Lujo
566,Huarmey,PE,76.98,broken clouds,-10.0681,-78.1522,Hotel Miramar
569,Marienburg,PL,38.88,clear sky,54.0359,19.0266,Hotel Centrum Malbork
570,Maceio,BR,81.84,broken clouds,-9.6658,-35.7353,Hotel Ponta Verde Maceió
571,Shache,CN,56.86,broken clouds,38.4167,77.2406,Delong Hotel
573,Intipuca,SV,89.83,clear sky,13.1969,-88.0544,Tropiclub Playa El Cuco
575,The Valley,AI,82.26,few clouds,18.217,-63.0578,CeBlue Villas & Beach Resort
577,Katesh,TZ,65.39,light rain,-4.5167,35.3833,Colt Guest House
579,Cairns,AU,82.35,scattered clouds,-16.9167,145.7667,Mantra Trilogy Cairns
580,Akhtubinsk,RU,30.33,broken clouds,48.2795,46.1722,Vzlet
581,Houma,US,61.0,overcast clouds,29.5958,-90.7195,Courtyard by Marriott Houma
582,Pingliang,CN,52.95,clear sky,35.5392,106.6861,North Gate Hostel
583,Vaitape,PF,79.81,light rain,-16.5167,-151.75,Conrad Bora Bora Nui
584,Tateyama,JP,54.7,overcast clouds,34.9833,139.8667,Tateyama Seaside Hotel
585,Honningsvag,NO,37.15,broken clouds,70.9821,25.9704,Nordkapp Vandrerhjem
586,Karratha,AU,87.22,clear sky,-20.7377,116.8463,ibis Styles Karratha
588,Kulhudhuffushi,MV,82.89,clear sky,6.6221,73.07,Haajy Guest House 1
590,Utete,TZ,80.11,overcast clouds,-7.986,38.758,River View Lodge
591,Thio,NC,73.36,broken clouds,-21.6167,166.2167,La Ferme de Thio
592,Bhadrachalam,IN,80.92,clear sky,17.6667,80.8833,Hotel Srinidhi Residency
593,Nanchong,CN,70.34,scattered clouds,30.7951,106.0847,Marine Una Century Hotel
594,Peniche,PT,61.11,overcast clouds,39.3558,-9.3811,Hotel Star inn Peniche
595,Svetlyy,RU,35.65,few clouds,54.675,20.1347,"Gostinitsa-Kafe, Alena"
596,Souillac,MU,80.98,scattered clouds,-20.5167,57.5167,Shanti Maurice Resort & Spa
597,Port Keats,AU,81.79,broken clouds,-14.25,129.55,TDC Village (Hundred Man Camp)
598,Phangnga,TH,82.44,broken clouds,8.4509,98.5298,Sunimit Mansion
599,Oriximina,BR,78.71,light rain,-1.7656,-55.8661,Pousada Tia Amélia
600,Chor,PK,84.94,clear sky,25.5167,69.7667,Asad U Bajeer Hotel
601,Tahta,EG,65.79,scattered clouds,26.7693,31.5021,فندق الزيات
602,Kapit,MY,73.11,overcast clouds,2.0167,112.9333,Hotel Meligai Kapit
604,Havoysund,NO,37.63,light rain,70.9963,24.6622,Arctic View Glamping & Restaurant
606,Manica,FR,52.41,overcast clouds,49.0,-1.1667,Gite Lily
608,Waingapu,ID,79.09,few clouds,-9.6567,120.2641,Pondok Wisata Elim
609,Grindavik,IS,41.47,overcast clouds,63.8424,-22.4338,Northern Light Inn & Max's Restaurant
610,Mianwali,PK,70.05,scattered clouds,32.5741,71.5264,Hashmi Plaza
612,Saint-Georges,GD,85.68,scattered clouds,12.0564,-61.7485,Radisson Grenada Beach Resort
613,Kinkala,CG,77.97,moderate rain,-4.3614,14.7644,Hotel la Pepeche Kinkala
614,Praia Da Vitoria,PT,61.05,scattered clouds,38.7333,-27.0667,Hotel Branco I
615,Vicuna,CL,89.76,clear sky,-30.0319,-70.7081,Los Mosaicos
616,Cerro De Pasco,PE,45.46,overcast clouds,-10.6833,-76.2667,PLAZA APART HOTEL
618,Port Lincoln,AU,59.95,few clouds,-34.7333,135.8667,Port Lincoln Hotel
620,Wadi Maliz,TN,64.06,overcast clouds,36.4681,8.5495,HOPITAL
621,Batticaloa,LK,79.07,broken clouds,7.7102,81.6924,Grand Star Guest House
622,Oliveira Do Hospital,PT,60.22,overcast clouds,40.3618,-7.8601,Casa da Bezerra
624,Muros,ES,59.09,broken clouds,42.7762,-9.0603,Apartment Av. Castelao
625,Conde,BR,89.06,broken clouds,-7.2597,-34.9075,Pousada Beija Flor
626,Sinazongwe,ZM,81.91,few clouds,-17.2614,27.4618,Lakeview Lodge
627,Rio Grande,BR,80.71,overcast clouds,-32.035,-52.0986,Hotel Atlântico Rio Grande
628,Tromso,NO,39.38,light rain,69.6496,18.957,"Radisson Blu Hotel, Tromsø"
629,Morondava,MG,84.34,overcast clouds,-20.2833,44.2833,La Case Bambou
630,Nelson Bay,AU,70.0,light rain,-32.7167,152.15,Mantra Nelson Bay
631,Thongwa,MM,84.36,few clouds,16.7619,96.5278,Mhaw Wun Marlar Park
632,Nagapattinam,IN,77.29,scattered clouds,10.7667,79.8333,Sathya Lodge
633,Darnah,LY,53.46,broken clouds,32.767,22.6367,فندق الفردوس
634,Zandvoort,NL,60.94,clear sky,52.3749,4.5341,Pension & Spa de Watertoren
636,Karaton,ID,75.06,overcast clouds,-6.3424,106.1045,Parkir Mobil Wisata CAS Water Park
637,Robertsport,LR,82.33,overcast clouds,6.7533,-11.3686,Kwepunha Retreat
638,Arawa,PG,75.79,overcast clouds,-6.2132,155.5367,Coastline Guest House
642,Talara,PE,84.96,clear sky,-4.5772,-81.2719,Hostal Oro Negro
643,Honiara,SB,77.99,overcast clouds,-9.4333,159.95,Heritage Park Hotel
644,Ihosy,MG,73.04,light rain,-22.4,46.1167,Hotely Sariaka
645,Jacareacanga,BR,76.55,overcast clouds,-6.2222,-57.7528,Casa do Ian😎
648,Juneau,US,35.22,overcast clouds,58.3019,-134.4197,"Baranof Downtown, BW Signature Collection"
649,Bucarasica,CO,68.9,scattered clouds,8.041,-72.8654,ALTOS DEL BALCÓN
650,Vila Velha,BR,78.75,moderate rain,-20.3297,-40.2925,Hotel Vitória Palace
651,Sola,VU,82.42,overcast clouds,-13.8833,167.55,Leumerus Bungalows
